date,region,temperature,humidity,pressure,wind_speed,precipitation,aqi,pm25,pm10,ocean_temp,salinity,chlorophyll,current_speed,wave_height,temperature_max,temperature_min,cloud_cover,uv_index,pollution_level
2024-01-05 14:55:18.624583,atlantic,7.488319432968906,68.35592830825922,1008.4898207459103,10.149241374237299,0.47133323138844085,0.0,4.426647568625355,16.410743413484315,9.248887177377824,35.17290090766596,0.9815803849160697,0.09209235838849868,0.04876087217511626,9.92681200314988,5.150711977860785,32.78828743285659,8.246400929214976,15.816729898092124
2024-01-06 14:55:18.624583,atlantic,7.008317464992161,63.40109826346762,1007.1644518117381,8.343860689413425,0.5161307398784368,38.096181183425976,12.632697737266557,28.841414804221344,7.269515057545266,35.18280384267,0.9493014599851161,0.9592045098550958,0.4913250430108439,12.471001663742124,3.328529891027798,57.87232745418577,4.902059973608101,17.873341043659046
2024-01-07 14:55:18.624583,atlantic,1.3200912537423939,43.64959912686942,1006.2309625322631,3.202402705769699,3.1829985160102874,26.43414805709191,23.219973849411986,19.83584080532516,10.264635750729084,35.59533223573447,1.1521022500294047,0.7204676341237484,0.4926823505256753,9.2423060782694,-1.5318462310060155,40.44682661875911,5.471929209616178,6.793105096472701
2024-01-08 14:55:18.624583,atlantic,-0.011668028871917535,46.97711500239601,1006.0472777571166,2.1968797786506005,0.0,26.274782557071177,12.20863922952468,35.01011846927102,9.760494037419953,35.18908164679893,1.0866162833295885,0.44670878339794934,2.79253941584543,2.8060195819700735,-2.7869345091313185,25.049597986901105,2.9431367041080727,4.195881885824129
2024-01-09 14:55:18.624583,atlantic,7.1485515497567915,56.4902383056442,999.0084350244429,5.5590219808546415,6.122373992232546,49.20560987883826,19.962094011664497,15.419047696440735,9.330653421995923,34.00108506420188,1.3608365616093165,0.4802669110148342,2.32384302457896,9.552990088142861,1.1495464223774787,40.0612666023005,4.77270316978821,16.254516776645463
2024-01-10 14:55:18.624583,atlantic,2.4054822374390947,50.81519359461894,1009.0172274124219,3.799575707011006,0.09620339148935209,40.40115100649838,16.141641239345372,12.36423939463659,8.518994327372523,35.10400852063942,2.8001797166603666,0.00159378186039917,4.628334257115917,8.848142193244591,-0.41709399487005516,50.00313623587559,6.699673737079844,26.36726220543993
2024-01-11 14:55:18.624583,atlantic,5.054032141696336,50.10013052839729,1006.5276318790364,10.383742603062412,0.0,24.42299621320221,15.92316816891617,12.978725741689718,7.722288815870945,36.0008663142831,1.1812866103868627,0.12111283174339106,0.38091563607929935,9.852066023926056,0.7194027471187603,42.96971129352646,7.206815661818897,5.496813313706724
2024-01-12 14:55:18.624583,atlantic,10.575600447314507,78.67727735799339,1015.3302158743674,2.3892560351342866,0.0,20.00511225520834,15.811478221070436,19.399084514591948,8.992239300728501,34.25109878702192,0.6349481517751823,0.11036537646812135,1.9757781121867253,14.353962281464057,6.1743839297798235,42.61631240356479,4.291012174788536,12.67139424865045
2024-01-13 14:55:18.624583,atlantic,-0.9731082402550673,38.247289133561814,1023.9330740512611,2.884649472965545,0.0,33.988437132500415,21.738087102125526,14.38545211311827,10.127945170208912,35.050741586214286,1.0279781007544644,0.05719712288376984,0.3804246212065343,1.749960283883377,-3.606192445746157,45.663526438177136,4.904930016529243,22.699308594497026
2024-01-14 14:55:18.624583,atlantic,0.7943075653223763,37.859741614181445,1008.054841289174,9.47255140093812,2.235640849414512,28.149097210248893,15.533685173425434,35.66796209137888,8.581510412993286,35.547223415912406,1.4088745699959664,0.08700005667530036,1.3397693619588862,3.925412011693722,-5.031115363546869,53.86887385819638,8.367843158130757,0.0
2024-01-15 14:55:18.624583,atlantic,6.182360285728193,36.28552122279584,1009.5292513024964,3.7794071224231933,0.8331037260089511,44.91681664752665,12.292682479297492,27.15180430911986,9.590261399214427,34.46944446328108,0.8921530667470604,0.05123665058697645,0.42667086178558683,9.332677101500055,3.3062439313974963,74.38664042801244,4.563769100021837,34.03865312296466
2024-01-16 14:55:18.624583,atlantic,4.74081530125245,43.0470952204264,1014.3002933549552,4.718300714127256,5.073175091900669,46.40772646836918,11.995204075210447,26.021981378061234,8.078029174031315,35.21308797844804,2.0663860171687847,0.16133842880138077,0.3654728520305953,7.531030395764818,-0.6536479576215317,94.54361972083628,5.597649165232987,25.52614701885042
2024-01-17 14:55:18.624583,atlantic,5.319478919484344,65.52987552427155,1006.4061201055591,6.126115675207405,1.0693977806974768,32.10158420273721,7.938026148536432,32.754502199248805,8.146557230553412,35.21455847623768,0.5504784956410033,0.14313224195789606,0.30269736759791077,13.016935708195298,3.114814534857843,63.372624962851916,3.1140746898910625,19.555552285839706
